Year,State,District,Crop,Area_Hectares,Production_MT,Unit,Soil_Type,Irrigation_Type,Fertilizer_Used,Avg_Rainfall_mm,Avg_Temp_C,Weather_Condition,Seed_Variety,Pesticide_Used,Organic,Govt_Subsidy_Availed,Machinery_Used,Farming_Practice,Labor_Type,Crop_Cycle_Months,Yield_per_Hectare,Storage_Facility,Market_Access,Farmer_ID
2009,Maharashtra,Santosstad,Maize,7789.65,12166.97,Metric Tonnes,Peaty,Rainfed,DAP,146.21,15.82,Normal,Maize-Var-1,Yes,No,No,Tractor,Mixed,Both,3,1.56,Warehouse,Local,F63477
2009,Maharashtra,East Anthony,Barley,2643.16,8696.54,Metric Tonnes,Peaty,Canal,NPK,393.93,30.93,Coldwave,Barley-Var-3,No,No,Yes,Manual,Traditional,Family,7,3.29,Cold Storage,Export,F28514
2009,Maharashtra,West Willieberg,Barley,1102.74,3651.94,Metric Tonnes,Peaty,Canal,Urea,230.69,18.84,Coldwave,Barley-Var-8,Yes,Yes,Yes,Tractor,Mixed,Both,4,3.31,Warehouse,Local,F52239
2009,Maharashtra,Lindsayview,Sugarcane,6127.38,18473.67,Metric Tonnes,Clay,Drip,NPK,306.1,32.73,Heatwave,Sugarcane-Var-2,Yes,No,Yes,Combined Harvester,Mixed,Both,6,3.01,Warehouse,Local,F67943
2009,Maharashtra,West Tara,Sugarcane,2292.72,4406.63,Metric Tonnes,Sandy,Rainfed,Vermicompost,290.9,20.49,Coldwave,Sugarcane-Var-2,No,Yes,Yes,Manual,Modern,Hired,3,1.92,Cold Storage,State,F10770
2009,Maharashtra,Erintown,Sugarcane,2954.99,9054.1,Metric Tonnes,Clay,Drip,Vermicompost,324.38,26.33,Drought,Sugarcane-Var-9,No,Yes,Yes,Combined Harvester,Modern,Both,5,3.06,Cold Storage,State,F87915
2009,Maharashtra,Brianville,Cotton,5019.35,15947.7,Metric Tonnes,Peaty,Drip,NPK,279.17,20.71,Heatwave,Cotton-Var-1,Yes,Yes,No,Tractor,Mixed,Both,9,3.18,Cold Storage,National,F63488
2009,Maharashtra,Johnshire,Cotton,2743.71,5843.23,Metric Tonnes,Silty,Rainfed,Compost,90.88,21.83,Normal,Cotton-Var-9,Yes,Yes,No,Combined Harvester,Mixed,Family,3,2.13,Cold Storage,State,F82018
2009,Maharashtra,West Ashley,Cotton,1902.23,4585.62,Metric Tonnes,Clay,Drip,DAP,367.95,17.61,Normal,Cotton-Var-1,No,Yes,Yes,Tractor,Modern,Hired,3,2.41,Cold Storage,National,F30929
2009,Maharashtra,Thomasstad,Millet,5059.97,14545.22,Metric Tonnes,Loamy,Canal,DAP,83.51,38.06,Coldwave,Millet-Var-9,Yes,No,Yes,Tractor,Traditional,Both,8,2.87,Cold Storage,Local,F98095
2009,Maharashtra,Port Christianbury,Millet,5201.11,11585.21,Metric Tonnes,Silty,Sprinkler,Urea,314.79,21.43,Heatwave,Millet-Var-4,No,Yes,Yes,Combined Harvester,Mixed,Both,8,2.23,None,Local,F95001
2009,Karnataka,Jenniferside,Wheat,8878.84,14023.44,Metric Tonnes,Silty,Tube Well,NPK,343.79,26.2,Coldwave,Wheat-Var-1,No,No,No,Manual,Modern,Family,3,1.58,Cold Storage,Local,F56345
2009,Karnataka,Glovershire,Wheat,6648.99,12915.51,Metric Tonnes,Clay,Canal,Compost,286.98,34.31,Normal,Wheat-Var-1,No,Yes,No,Tractor,Modern,Family,5,1.94,None,National,F13615
2009,Karnataka,Youngburgh,Wheat,3556.14,9727.66,Metric Tonnes,Peaty,Sprinkler,Compost,209.71,37.35,Normal,Wheat-Var-3,Yes,No,Yes,Combined Harvester,Modern,Family,9,2.74,Cold Storage,Local,F91555
2009,Karnataka,Bakerview,Wheat,3206.56,10208.45,Metric Tonnes,Sandy,Rainfed,Compost,330.47,25.26,Flood,Wheat-Var-6,No,No,Yes,Combined Harvester,Modern,Hired,5,3.18,Warehouse,Local,F88648
2009,Karnataka,Smithmouth,Rice,2156.7,4986.65,Metric Tonnes,Silty,Drip,NPK,339.18,20.69,Normal,Rice-Var-4,No,No,Yes,Combined Harvester,Mixed,Both,7,2.31,Warehouse,State,F65791
2009,Karnataka,Jessicamouth,Rice,3446.61,10726.51,Metric Tonnes,Clay,Sprinkler,Compost,173.72,31.06,Heatwave,Rice-Var-2,Yes,No,No,Manual,Mixed,Family,3,3.11,Warehouse,National,F74804
2009,Karnataka,Jenkinstown,Maize,3078.06,5289.82,Metric Tonnes,Silty,Canal,DAP,328.03,17.47,Coldwave,Maize-Var-9,No,No,Yes,Tractor,Mixed,Family,4,1.72,None,National,F97453
2009,Karnataka,South Tammyfort,Maize,1804.22,5791.94,Metric Tonnes,Silty,Canal,Compost,171.26,39.33,Flood,Maize-Var-7,No,Yes,No,Manual,Traditional,Both,4,3.21,Cold Storage,National,F99125
2009,Karnataka,Taylorberg,Barley,9626.48,19604.82,Metric Tonnes,Loamy,Drip,NPK,64.34,32.63,Normal,Barley-Var-5,Yes,Yes,No,Tractor,Modern,Both,4,2.04,Cold Storage,Export,F79712
2009,Karnataka,West Diana,Barley,5462.36,9294.24,Metric Tonnes,Silty,Tube Well,NPK,297.63,15.78,Flood,Barley-Var-8,Yes,No,No,Manual,Modern,Both,7,1.7,Warehouse,Export,F12863
2009,Karnataka,South Davidton,Sugarcane,9828.84,17468.84,Metric Tonnes,Silty,Sprinkler,Vermicompost,94.56,19.39,Drought,Sugarcane-Var-1,Yes,No,Yes,Manual,Mixed,Both,8,1.78,Cold Storage,Export,F39755
2009,Karnataka,Port Debra,Sugarcane,6660.75,19225.19,Metric Tonnes,Loamy,Rainfed,Vermicompost,330.48,24.94,Drought,Sugarcane-Var-3,Yes,Yes,No,Tractor,Modern,Hired,7,2.89,Cold Storage,National,F18442
2009,Karnataka,Heathfurt,Cotton,3584.67,7058.1,Metric Tonnes,Sandy,Canal,NPK,218.23,28.8,Drought,Cotton-Var-10,Yes,Yes,No,Tractor,Traditional,Both,4,1.97,Warehouse,Export,F26263
2009,Karnataka,New Scottborough,Cotton,6364.5,12819.61,Metric Tonnes,Peaty,Tube Well,Urea,382.03,19.24,Normal,Cotton-Var-9,Yes,No,No,Combined Harvester,Traditional,Hired,5,2.01,None,Export,F78920
2009,Karnataka,Rhodesborough,Millet,12636.52,19330.24,Metric Tonnes,Peaty,Rainfed,Vermicompost,218.39,23.33,Heatwave,Millet-Var-5,No,Yes,No,Tractor,Traditional,Family,6,1.53,Cold Storage,Local,F46589
2009,Karnataka,North Rebecca,Millet,3505.02,9257.91,Metric Tonnes,Peaty,Drip,Compost,202.46,25.37,Heatwave,Millet-Var-6,Yes,Yes,Yes,Manual,Traditional,Hired,4,2.64,None,National,F63265
2009,Karnataka,Scottside,Millet,5149.51,14788.11,Metric Tonnes,Clay,Canal,NPK,341.64,21.25,Drought,Millet-Var-2,Yes,No,No,Manual,Modern,Family,8,2.87,Warehouse,Local,F64860
2009,Karnataka,Colemantown,Millet,4638.2,12385.81,Metric Tonnes,Peaty,Rainfed,Vermicompost,179.41,27.15,Heatwave,Millet-Var-4,No,Yes,Yes,Combined Harvester,Traditional,Both,9,2.67,None,Local,F61375
2009,Bihar,South Brianstad,Wheat,3710.71,6618.75,Metric Tonnes,Clay,Canal,Urea,124.83,17.64,Drought,Wheat-Var-1,No,Yes,No,Manual,Modern,Family,9,1.78,None,State,F25062
2009,Bihar,Colleentown,Wheat,4898.13,13819.86,Metric Tonnes,Silty,Tube Well,DAP,382.71,33.24,Heatwave,Wheat-Var-2,Yes,Yes,No,Combined Harvester,Mixed,Hired,5,2.82,None,Local,F15951
2009,Bihar,South Cynthia,Wheat,463.48,1514.89,Metric Tonnes,Sandy,Sprinkler,Urea,351.94,26.08,Drought,Wheat-Var-8,Yes,No,No,Manual,Mixed,Hired,7,3.27,Cold Storage,National,F65194
2009,Bihar,South Jenniferbury,Wheat,3454.17,11924.33,Metric Tonnes,Clay,Sprinkler,Vermicompost,236.31,37.63,Coldwave,Wheat-Var-2,Yes,No,No,Combined Harvester,Traditional,Both,8,3.45,Cold Storage,State,F52225
2009,Bihar,South Pamelashire,Rice,1126.01,2119.26,Metric Tonnes,Loamy,Drip,Compost,204.26,29.62,Normal,Rice-Var-10,Yes,No,Yes,Combined Harvester,Mixed,Hired,9,1.88,Warehouse,Export,F33527
2009,Bihar,Richardsberg,Rice,4722.08,16416.44,Metric Tonnes,Loamy,Tube Well,DAP,186.1,16.19,Heatwave,Rice-Var-1,Yes,No,Yes,Combined Harvester,Mixed,Hired,5,3.48,Warehouse,Local,F37251
2009,Bihar,Meaganshire,Rice,5952.11,16122.84,Metric Tonnes,Peaty,Rainfed,Compost,119.49,27.37,Drought,Rice-Var-2,No,No,Yes,Tractor,Mixed,Family,3,2.71,Warehouse,Export,F78329
2009,Bihar,Johnview,Maize,4924.67,14975.05,Metric Tonnes,Sandy,Sprinkler,Urea,224.87,22.63,Coldwave,Maize-Var-7,No,No,No,Tractor,Mixed,Hired,8,3.04,Cold Storage,State,F24104
2009,Bihar,Smithhaven,Maize,6894.19,19487.98,Metric Tonnes,Silty,Drip,DAP,192.88,22.01,Flood,Maize-Var-2,No,No,Yes,Tractor,Traditional,Family,7,2.83,Warehouse,State,F66202
2009,Bihar,Port Morgan,Maize,7436.38,14756.51,Metric Tonnes,Silty,Canal,NPK,110.1,28.25,Drought,Maize-Var-2,No,Yes,No,Tractor,Mixed,Family,5,1.98,Cold Storage,State,F94716
2009,Bihar,South Stephanietown,Maize,2231.75,6154.75,Metric Tonnes,Clay,Rainfed,Urea,91.28,31.37,Coldwave,Maize-Var-9,Yes,Yes,No,Combined Harvester,Traditional,Family,8,2.76,Cold Storage,Export,F50982
2009,Bihar,Nancybury,Barley,4014.89,6024.28,Metric Tonnes,Loamy,Canal,Vermicompost,94.43,38.34,Normal,Barley-Var-5,No,No,Yes,Manual,Mixed,Hired,4,1.5,None,Local,F30623
2009,Bihar,North Craigland,Barley,8851.8,17413.42,Metric Tonnes,Sandy,Tube Well,Compost,322.43,30.21,Normal,Barley-Var-10,No,No,No,Manual,Mixed,Family,3,1.97,None,Export,F96162
2009,Bihar,Jenniferton,Barley,8647.45,19432.64,Metric Tonnes,Loamy,Rainfed,NPK,288.51,16.59,Flood,Barley-Var-1,No,Yes,No,Manual,Modern,Family,7,2.25,None,Local,F35234
2009,Bihar,Jamesberg,Sugarcane,2400.14,8226.82,Metric Tonnes,Loamy,Rainfed,Compost,238.64,22.2,Drought,Sugarcane-Var-5,No,Yes,Yes,Combined Harvester,Traditional,Hired,9,3.43,Cold Storage,Local,F13560
2009,Bihar,North Anitatown,Sugarcane,978.75,2845.28,Metric Tonnes,Clay,Rainfed,NPK,275.7,24.35,Flood,Sugarcane-Var-10,No,Yes,Yes,Tractor,Mixed,Family,4,2.91,Warehouse,Export,F60017
2009,Bihar,Lake Thomas,Sugarcane,12330.54,19043.36,Metric Tonnes,Silty,Sprinkler,NPK,156.3,38.03,Coldwave,Sugarcane-Var-3,Yes,No,Yes,Tractor,Mixed,Hired,3,1.54,None,National,F22172
2009,Bihar,West Laura,Cotton,3371.52,6758.24,Metric Tonnes,Peaty,Tube Well,Vermicompost,236.98,35.6,Normal,Cotton-Var-10,Yes,No,Yes,Manual,Mixed,Both,9,2.0,Cold Storage,National,F10288
2009,Bihar,Jonview,Cotton,741.68,2511.36,Metric Tonnes,Silty,Drip,DAP,328.28,19.53,Coldwave,Cotton-Var-4,No,No,Yes,Tractor,Modern,Both,7,3.39,None,State,F41212
2009,Bihar,Williamsburgh,Millet,6336.86,14384.16,Metric Tonnes,Clay,Drip,Compost,190.8,34.58,Normal,Millet-Var-9,No,No,No,Combined Harvester,Traditional,Both,6,2.27,Warehouse,National,F33033
2009,Bihar,Ashleystad,Millet,10993.08,19274.3,Metric Tonnes,Sandy,Tube Well,Vermicompost,197.22,27.02,Drought,Millet-Var-7,Yes,No,No,Tractor,Modern,Hired,4,1.75,Warehouse,Local,F85709
2009,Bihar,Jimmymouth,Millet,3520.55,7838.08,Metric Tonnes,Sandy,Tube Well,Vermicompost,68.29,32.14,Coldwave,Millet-Var-10,No,No,No,Combined Harvester,Traditional,Family,7,2.23,Warehouse,Export,F47143
2009,Tamil Nadu,Joseburgh,Wheat,4766.21,9006.18,Metric Tonnes,Clay,Rainfed,Vermicompost,335.61,35.06,Normal,Wheat-Var-8,No,No,Yes,Manual,Modern,Family,9,1.89,None,State,F10593
2009,Tamil Nadu,Paulland,Wheat,4761.62,9984.64,Metric Tonnes,Loamy,Sprinkler,Vermicompost,273.33,22.2,Flood,Wheat-Var-5,Yes,No,Yes,Manual,Modern,Both,8,2.1,None,Export,F97420
2009,Tamil Nadu,Port Michelle,Wheat,1723.1,5102.15,Metric Tonnes,Silty,Sprinkler,NPK,64.11,17.37,Heatwave,Wheat-Var-8,No,No,Yes,Manual,Mixed,Family,6,2.96,None,Local,F66784
2009,Tamil Nadu,Christinehaven,Rice,350.17,632.37,Metric Tonnes,Loamy,Canal,Compost,74.15,39.9,Coldwave,Rice-Var-8,Yes,Yes,Yes,Tractor,Mixed,Hired,9,1.81,None,Export,F23451
2009,Tamil Nadu,West Wandaville,Rice,3409.32,6131.79,Metric Tonnes,Sandy,Drip,NPK,134.35,38.4,Flood,Rice-Var-7,No,No,Yes,Combined Harvester,Modern,Family,7,1.8,None,Export,F12621
2009,Tamil Nadu,Charlesport,Rice,4773.48,10643.12,Metric Tonnes,Loamy,Drip,NPK,355.69,24.87,Flood,Rice-Var-5,Yes,Yes,No,Combined Harvester,Traditional,Hired,7,2.23,None,Export,F85429
2009,Tamil Nadu,Dannychester,Rice,3673.25,7032.67,Metric Tonnes,Peaty,Rainfed,Urea,182.23,22.92,Flood,Rice-Var-6,Yes,No,No,Manual,Mixed,Both,9,1.91,Cold Storage,Export,F54978
2009,Tamil Nadu,New Julietown,Maize,6592.76,13707.43,Metric Tonnes,Loamy,Tube Well,Compost,252.02,16.65,Drought,Maize-Var-9,No,Yes,No,Combined Harvester,Mixed,Both,4,2.08,Warehouse,Export,F26301
2009,Tamil Nadu,Copelandport,Maize,1827.42,4230.14,Metric Tonnes,Sandy,Canal,DAP,377.93,24.43,Flood,Maize-Var-1,Yes,No,No,Manual,Mixed,Family,9,2.31,Warehouse,National,F77392
2009,Tamil Nadu,East Tonya,Maize,6690.69,13449.45,Metric Tonnes,Loamy,Drip,DAP,94.46,16.46,Coldwave,Maize-Var-5,Yes,No,Yes,Combined Harvester,Modern,Family,5,2.01,None,National,F38932
2009,Tamil Nadu,West Erin,Barley,3556.15,6455.56,Metric Tonnes,Loamy,Canal,Urea,110.9,34.02,Drought,Barley-Var-8,No,No,Yes,Combined Harvester,Mixed,Family,3,1.82,Warehouse,National,F29323
2009,Tamil Nadu,Hollyville,Barley,309.23,808.84,Metric Tonnes,Silty,Drip,Compost,182.81,27.66,Coldwave,Barley-Var-7,No,Yes,Yes,Manual,Modern,Hired,4,2.62,Cold Storage,State,F65372
2009,Tamil Nadu,Cabreraburgh,Sugarcane,5395.68,11475.19,Metric Tonnes,Sandy,Rainfed,Compost,153.29,33.34,Drought,Sugarcane-Var-10,No,No,No,Combined Harvester,Mixed,Both,4,2.13,Cold Storage,Local,F80414
2009,Tamil Nadu,East Angelamouth,Sugarcane,9277.66,17489.9,Metric Tonnes,Loamy,Tube Well,DAP,84.17,37.44,Drought,Sugarcane-Var-6,No,No,Yes,Manual,Mixed,Both,3,1.89,Warehouse,State,F26257
2009,Tamil Nadu,Johnsonville,Cotton,2813.67,7322.96,Metric Tonnes,Sandy,Rainfed,Compost,175.84,18.15,Heatwave,Cotton-Var-8,No,Yes,No,Tractor,Modern,Family,6,2.6,Warehouse,National,F15392
2009,Tamil Nadu,Lake Jason,Cotton,4702.21,11991.97,Metric Tonnes,Peaty,Sprinkler,Vermicompost,121.05,26.3,Coldwave,Cotton-Var-8,No,No,No,Manual,Mixed,Hired,8,2.55,Warehouse,State,F47389
2009,Tamil Nadu,Christophershire,Cotton,5983.35,16040.48,Metric Tonnes,Peaty,Rainfed,DAP,83.92,28.7,Coldwave,Cotton-Var-6,Yes,No,No,Manual,Traditional,Family,6,2.68,Warehouse,Export,F65036
2009,Tamil Nadu,East Jacob,Millet,4603.41,14203.4,Metric Tonnes,Silty,Rainfed,Urea,270.19,18.82,Flood,Millet-Var-3,Yes,No,No,Manual,Modern,Family,5,3.09,None,Export,F55971
2009,Tamil Nadu,West Robertton,Millet,5026.26,14348.38,Metric Tonnes,Clay,Rainfed,Urea,58.55,25.29,Normal,Millet-Var-6,No,Yes,Yes,Tractor,Mixed,Both,3,2.85,Cold Storage,Local,F84838
2009,Tamil Nadu,Kingside,Millet,2463.18,6992.53,Metric Tonnes,Sandy,Canal,NPK,125.65,29.77,Flood,Millet-Var-7,No,Yes,Yes,Combined Harvester,Modern,Both,5,2.84,Warehouse,State,F78856
2009,Tamil Nadu,North Matthew,Millet,5914.04,18307.52,Metric Tonnes,Sandy,Drip,Compost,372.51,39.46,Drought,Millet-Var-6,Yes,Yes,Yes,Manual,Modern,Family,8,3.1,None,Local,F14825
2009,Gujarat,Debraborough,Wheat,257.9,708.07,Metric Tonnes,Silty,Canal,Vermicompost,194.49,36.5,Normal,Wheat-Var-2,Yes,Yes,No,Combined Harvester,Mixed,Hired,9,2.75,Warehouse,Local,F20310
2009,Gujarat,Lake William,Wheat,1562.77,5410.39,Metric Tonnes,Peaty,Sprinkler,Vermicompost,264.8,34.84,Coldwave,Wheat-Var-10,No,No,Yes,Tractor,Mixed,Family,8,3.46,Warehouse,State,F68696
2009,Gujarat,South John,Wheat,1161.91,2169.19,Metric Tonnes,Sandy,Drip,NPK,315.44,15.55,Normal,Wheat-Var-5,No,No,No,Manual,Traditional,Both,8,1.87,None,Export,F76993
2009,Gujarat,Lewischester,Rice,10752.76,16429.12,Metric Tonnes,Loamy,Rainfed,NPK,279.99,24.13,Coldwave,Rice-Var-7,No,No,Yes,Combined Harvester,Mixed,Family,8,1.53,Warehouse,State,F58347
2009,Gujarat,Bartontown,Rice,4295.95,12424.15,Metric Tonnes,Silty,Rainfed,Vermicompost,169.87,17.7,Coldwave,Rice-Var-6,Yes,Yes,No,Combined Harvester,Traditional,Both,4,2.89,None,State,F10473
2009,Gujarat,Prattville,Rice,693.87,1858.09,Metric Tonnes,Clay,Sprinkler,DAP,232.23,33.56,Heatwave,Rice-Var-7,No,Yes,No,Manual,Modern,Both,4,2.68,None,Export,F32902
2009,Gujarat,North Bryanfort,Maize,4452.16,10439.84,Metric Tonnes,Loamy,Rainfed,Urea,189.33,15.66,Flood,Maize-Var-2,Yes,Yes,No,Manual,Traditional,Hired,6,2.34,Warehouse,Export,F41933
2009,Gujarat,Hansenbury,Maize,2040.35,7043.37,Metric Tonnes,Clay,Sprinkler,Vermicompost,355.74,23.23,Normal,Maize-Var-5,No,No,Yes,Manual,Modern,Hired,9,3.45,Warehouse,State,F10349
2009,Gujarat,Nancyport,Barley,3744.45,11962.01,Metric Tonnes,Sandy,Sprinkler,Compost,204.45,15.45,Flood,Barley-Var-2,Yes,Yes,Yes,Combined Harvester,Modern,Both,4,3.19,Warehouse,Local,F80421
2009,Gujarat,North Marissa,Barley,774.74,1952.95,Metric Tonnes,Silty,Drip,Compost,389.3,32.33,Heatwave,Barley-Var-8,No,Yes,Yes,Tractor,Traditional,Hired,3,2.52,None,State,F11135
2009,Gujarat,New Christina,Sugarcane,1002.21,1882.87,Metric Tonnes,Sandy,Sprinkler,Compost,319.96,36.04,Drought,Sugarcane-Var-5,No,No,Yes,Manual,Traditional,Both,7,1.88,None,National,F93584
2009,Gujarat,Jasonside,Sugarcane,4498.29,12545.04,Metric Tonnes,Clay,Canal,NPK,59.92,35.71,Coldwave,Sugarcane-Var-10,No,No,Yes,Combined Harvester,Mixed,Hired,8,2.79,None,Local,F32388
2009,Gujarat,West Jessicabury,Cotton,7864.63,15871.37,Metric Tonnes,Silty,Rainfed,Compost,298.04,20.37,Coldwave,Cotton-Var-2,No,No,No,Combined Harvester,Traditional,Family,7,2.02,Cold Storage,Local,F87017
2009,Gujarat,North Johnburgh,Cotton,676.26,1286.44,Metric Tonnes,Clay,Rainfed,Vermicompost,112.52,23.44,Coldwave,Cotton-Var-2,Yes,Yes,Yes,Combined Harvester,Traditional,Hired,9,1.9,Warehouse,State,F43962
2009,Gujarat,Port Michaelmouth,Cotton,3440.41,8659.77,Metric Tonnes,Clay,Sprinkler,DAP,216.86,21.77,Flood,Cotton-Var-3,Yes,No,No,Combined Harvester,Traditional,Family,9,2.52,None,Local,F32726
2009,Gujarat,Laurenshire,Cotton,394.37,1068.83,Metric Tonnes,Loamy,Sprinkler,Compost,188.51,22.47,Drought,Cotton-Var-8,Yes,No,Yes,Tractor,Modern,Both,6,2.71,Cold Storage,State,F42697
2009,Gujarat,Josephtown,Millet,5814.41,17405.35,Metric Tonnes,Sandy,Rainfed,Compost,350.22,27.37,Drought,Millet-Var-1,Yes,No,Yes,Tractor,Traditional,Family,9,2.99,Warehouse,National,F11345
2009,Gujarat,North Donna,Millet,1055.56,3053.16,Metric Tonnes,Silty,Drip,Vermicompost,122.13,26.03,Normal,Millet-Var-2,Yes,No,No,Combined Harvester,Mixed,Hired,8,2.89,Warehouse,National,F69849
2009,Rajasthan,Destinyton,Wheat,561.01,1767.52,Metric Tonnes,Silty,Tube Well,Compost,94.08,37.58,Flood,Wheat-Var-5,Yes,Yes,Yes,Tractor,Modern,Both,9,3.15,None,National,F54727
2009,Rajasthan,South Kathyland,Wheat,7143.4,17352.5,Metric Tonnes,Clay,Canal,NPK,310.53,30.49,Flood,Wheat-Var-2,Yes,Yes,No,Tractor,Mixed,Both,6,2.43,None,Export,F90721
2009,Rajasthan,Hernandezchester,Wheat,6836.99,16159.98,Metric Tonnes,Loamy,Canal,Urea,325.03,26.56,Coldwave,Wheat-Var-3,Yes,No,Yes,Combined Harvester,Traditional,Hired,7,2.36,Cold Storage,Export,F75989
2009,Rajasthan,West Kimberly,Rice,7622.64,18848.83,Metric Tonnes,Clay,Canal,NPK,211.92,34.63,Flood,Rice-Var-7,Yes,No,No,Tractor,Traditional,Both,4,2.47,None,National,F75086
2009,Rajasthan,Staffordhaven,Rice,6332.27,16520.76,Metric Tonnes,Peaty,Canal,Urea,112.93,26.69,Normal,Rice-Var-6,Yes,Yes,No,Manual,Traditional,Family,7,2.61,None,Export,F16443
2009,Rajasthan,Hermanfurt,Maize,6446.3,19377.41,Metric Tonnes,Clay,Tube Well,DAP,333.91,15.82,Normal,Maize-Var-1,No,No,No,Combined Harvester,Modern,Both,4,3.01,Warehouse,State,F82941
2009,Rajasthan,Heatherbury,Maize,3445.19,9623.26,Metric Tonnes,Silty,Canal,DAP,340.51,16.23,Coldwave,Maize-Var-6,Yes,No,No,Tractor,Mixed,Family,5,2.79,None,Local,F29322
2009,Rajasthan,South James,Maize,6593.71,17122.56,Metric Tonnes,Peaty,Drip,Urea,119.06,22.93,Heatwave,Maize-Var-1,No,Yes,Yes,Tractor,Modern,Family,6,2.6,Warehouse,National,F72535
2009,Rajasthan,East Marcton,Maize,2341.25,5997.63,Metric Tonnes,Sandy,Drip,NPK,68.09,18.96,Coldwave,Maize-Var-6,Yes,Yes,No,Tractor,Mixed,Both,8,2.56,None,National,F67101
2009,Rajasthan,Gardnerfort,Barley,9260.95,16347.51,Metric Tonnes,Sandy,Tube Well,Urea,131.69,26.33,Normal,Barley-Var-7,No,No,No,Tractor,Traditional,Both,7,1.77,Warehouse,Export,F59927
2009,Rajasthan,Port Nancy,Barley,3496.23,10583.86,Metric Tonnes,Sandy,Drip,Vermicompost,206.57,34.75,Coldwave,Barley-Var-4,Yes,Yes,No,Combined Harvester,Traditional,Hired,8,3.03,Cold Storage,State,F87539
2009,Rajasthan,East Stephaniehaven,Barley,7274.8,12557.75,Metric Tonnes,Loamy,Canal,Urea,104.72,25.93,Drought,Barley-Var-9,No,Yes,No,Manual,Mixed,Hired,8,1.73,Warehouse,Local,F85683
2009,Rajasthan,West Robert,Sugarcane,2758.32,8239.34,Metric Tonnes,Loamy,Tube Well,Vermicompost,253.26,24.7,Normal,Sugarcane-Var-4,No,Yes,No,Combined Harvester,Mixed,Hired,8,2.99,Cold Storage,State,F84650
2009,Rajasthan,North Juan,Sugarcane,1960.32,3829.83,Metric Tonnes,Sandy,Rainfed,Urea,251.43,25.59,Coldwave,Sugarcane-Var-2,No,No,Yes,Manual,Traditional,Hired,6,1.95,Cold Storage,State,F87139
2009,Rajasthan,Kaylaburgh,Sugarcane,5724.64,10541.09,Metric Tonnes,Sandy,Canal,NPK,282.02,36.31,Heatwave,Sugarcane-Var-4,Yes,No,Yes,Tractor,Mixed,Both,6,1.84,Warehouse,Local,F82953
2009,Rajasthan,North Jessica,Sugarcane,2227.05,5529.82,Metric Tonnes,Sandy,Sprinkler,Vermicompost,391.43,23.33,Heatwave,Sugarcane-Var-9,No,No,No,Combined Harvester,Mixed,Family,7,2.48,Cold Storage,National,F96970
2009,Rajasthan,Lake Kathrynfort,Cotton,7202.73,12103.4,Metric Tonnes,Peaty,Tube Well,DAP,262.11,17.24,Coldwave,Cotton-Var-3,Yes,Yes,Yes,Tractor,Traditional,Hired,4,1.68,Cold Storage,Export,F76840
2009,Rajasthan,East Michael,Cotton,6551.67,19205.09,Metric Tonnes,Peaty,Rainfed,NPK,325.86,32.6,Coldwave,Cotton-Var-5,No,No,No,Combined Harvester,Modern,Both,3,2.93,None,Export,F46509
2009,Rajasthan,Lake Christianstad,Cotton,5000.25,11999.72,Metric Tonnes,Sandy,Sprinkler,DAP,350.43,38.92,Heatwave,Cotton-Var-5,No,No,No,Manual,Traditional,Family,4,2.4,Warehouse,State,F20637
2009,Rajasthan,New Rachelfort,Cotton,3042.22,10231.21,Metric Tonnes,Silty,Rainfed,Compost,254.17,28.46,Flood,Cotton-Var-10,Yes,No,No,Combined Harvester,Mixed,Hired,5,3.36,Cold Storage,Local,F93376
2009,Rajasthan,East Jodi,Millet,4879.88,9362.41,Metric Tonnes,Peaty,Drip,DAP,51.3,21.04,Heatwave,Millet-Var-8,No,Yes,Yes,Combined Harvester,Mixed,Hired,6,1.92,Warehouse,National,F39362
2009,Rajasthan,Port Eric,Millet,4619.46,10439.6,Metric Tonnes,Sandy,Sprinkler,NPK,206.97,39.52,Flood,Millet-Var-6,Yes,No,No,Manual,Traditional,Both,6,2.26,Warehouse,Export,F41140
2009,Rajasthan,East Kristenmouth,Millet,3048.75,7330.31,Metric Tonnes,Loamy,Canal,Vermicompost,96.73,16.2,Drought,Millet-Var-6,Yes,Yes,Yes,Manual,Traditional,Family,3,2.4,None,National,F85445
2009,West Bengal,Liuburgh,Wheat,5913.79,15620.49,Metric Tonnes,Clay,Tube Well,Compost,316.25,18.75,Drought,Wheat-Var-3,No,Yes,No,Combined Harvester,Mixed,Family,6,2.64,Warehouse,Export,F82521
2009,West Bengal,South Davidborough,Wheat,5804.19,11650.66,Metric Tonnes,Loamy,Sprinkler,Vermicompost,129.82,15.29,Flood,Wheat-Var-7,Yes,Yes,Yes,Manual,Traditional,Family,4,2.01,Warehouse,Local,F19435
2009,West Bengal,Anthonyburgh,Wheat,1435.73,3041.64,Metric Tonnes,Sandy,Tube Well,NPK,90.91,39.65,Drought,Wheat-Var-6,No,No,No,Tractor,Modern,Hired,5,2.12,Warehouse,Export,F12067
2009,West Bengal,Lake Angela,Rice,3702.24,6518.34,Metric Tonnes,Clay,Sprinkler,DAP,119.68,29.69,Heatwave,Rice-Var-1,No,No,No,Combined Harvester,Modern,Both,8,1.76,Cold Storage,Export,F27830
